"","Ranking_2016","Brand","BrandValue_2016","PercentChangeinBV_2016","Sector","Region","Country"
"84",84,"Xerox",5290,-12,"Business Services","The Americas","United States"
"85",85,"Jack Daniel's",5193,1,"Alcohol","The Americas","United States"
"86",86,"Sprite",5148,-4,"Beverages","The Americas","United States"
"87",87,"Heineken",5123,6,"Alcohol","Europe & Africa","Netherlands"
"88",88,"MINI",4986,18,"Automotive","Europe & Africa","United Kingdom"
"89",89,"Dior",4909,0,"Luxury","Europe & Africa","France"
"90",90,"PayPal",4839,14,"Financial Services","The Americas","United States"
"91",91,"John Deere",4815,-8,"Diversified","The Americas","United States"
"92",92,"Shell",4599,-17,"Energy","Europe & Africa","Netherlands"
"93",93,"Corona",4509,1,"Alcohol","The Americas","Mexico"
"94",94,"MTV",4320,-9,"Media","The Americas","United States"
"95",95,"Johnnie Walker",4317,-5,"Alcohol","Europe & Africa","United Kingdom"
"96",96,"Smirnoff",4252,-4,"Alcohol","Europe & Africa","United Kingdom"
"97",97,"Moët & Chandon",4118,0,"Alcohol","Europe & Africa","France"
"98",98,"Ralph Lauren",4092,-12,"Apparel","The Americas","United States"
"99",99,"Lenovo",4045,-2,"Technology","Asia Pacific","China"
"100",100,"Tesla",4011,0,"Automotive","The Americas","United States"
