"","Ranking_2010","Brand","BrandValue_2010","PercentChangeinBV_2010","Sector","Region","Country"
"55",55,"MTV",6719,3,"Media","The Americas","United States"
"56",56,"AXA",6694,3,"Financial Services","Europe & Africa","France"
"57",57,"Nestlé",6548,4,"FMCG","Europe & Africa","Switzerland"
"58",58,"Danone",6363,7,"FMCG","Europe & Africa","France"
"59",59,"Xerox",6109,-5,"Business Services","The Americas","United States"
"60",60,"KFC",5844,2,"Restaurants","The Americas","United States"
"61",61,"Sprite",5777,0,"Beverages","The Americas","United States"
"62",62,"adidas",5495,2,"Sporting Goods","Europe & Africa","Germany"
"63",63,"Audi",5461,9,"Automotive","Europe & Africa","Germany"
"64",64,"Avon",5072,3,"FMCG","The Americas","United States"
"65",65,"Hyundai",5033,9,"Automotive","Asia Pacific","South Korea"
"66",66,"Yahoo!",4958,-3,"Media","The Americas","United States"
"67",67,"Allianz",4904,28,"Financial Services","Europe & Africa","Germany"
"68",68,"Santander",4846,0,"Financial Services","Europe & Africa","Spain"
"69",69,"Hermès",4782,4,"Luxury","Europe & Africa","France"
"70",70,"Caterpillar",4704,-6,"Diversified","The Americas","United States"
"71",71,"Kleenex",4536,3,"FMCG","The Americas","United States"
"72",72,"Porsche",4404,4,"Automotive","Europe & Africa","Germany"
"73",73,"Panasonic",4351,3,"Electronics","Asia Pacific","Japan"
"74",74,"BARCLAYS",4218,0,"Financial Services","Europe & Africa","United Kingdom"
"75",75,"Johnson & Johnson",4155,8,"FMCG","The Americas","United States"
"76",76,"Tiffany & Co.",4127,3,"Luxury","The Americas","United States"
"77",77,"Cartier",4052,2,"Luxury","Europe & Africa","France"
"78",78,"Jack Daniel's",4036,0,"Alcohol","The Americas","United States"
"79",79,"Moët & Chandon",4021,7,"Alcohol","Europe & Africa","France"
"80",80,"Credit Suisse",4010,0,"Financial Services","Europe & Africa","Switzerland"
"81",81,"Shell",4003,24,"Energy","Europe & Africa","Netherlands"
"82",82,"Visa",3998,26,"Financial Services","The Americas","United States"
"83",83,"Pizza Hut",3973,2,"Restaurants","The Americas","United States"
"84",84,"Gap",3961,1,"Apparel","The Americas","United States"
"85",85,"Corona",3847,0,"Alcohol","The Americas","Mexico"
"86",86,"UBS",3812,-13,"Financial Services","Europe & Africa","Switzerland"
"87",87,"Nivea",3734,5,"FMCG","Europe & Africa","Germany"
"88",88,"Adobe",3626,15,"Technology","The Americas","United States"
"89",89,"Smirnoff",3624,-2,"Alcohol","Europe & Africa","United Kingdom"
"90",90,"3M",3586,0,"Diversified","The Americas","United States"
"91",91,"Ferrari",3562,1,"Automotive","Europe & Africa","Italy"
"92",92,"Johnnie Walker",3557,0,"Alcohol","Europe & Africa","United Kingdom"
"93",93,"Heineken",3516,0,"Alcohol","Europe & Africa","Netherlands"
"94",94,"ZURICH",3496,0,"Financial Services","Europe & Africa","Switzerland"
"95",95,"Armani",3443,4,"Luxury","Europe & Africa","Italy"
"96",96,"Lancôme",3403,5,"FMCG","Europe & Africa","France"
"97",97,"Starbucks",3339,2,"Restaurants","The Americas","United States"
"98",98,"Harley-Davidson",3281,-24,"Automotive","The Americas","United States"
"99",99,"Campbell's",3241,5,"FMCG","The Americas","United States"
"100",100,"Burberry",3110,0,"Luxury","Europe & Africa","United Kingdom"
