"","Ranking_2014","Brand","BrandValue_2014","PercentChangeinBV_2014","Sector","Region","Country"
"51",51,"Danone",8205,3,"FMCG","Europe & Africa","France"
"52",52,"Sony",8133,-3,"Electronics","Asia Pacific","Japan"
"53",53,"AXA",8120,14,"Financial Services","Europe & Africa","France"
"54",54,"Nestlé",8000,6,"FMCG","Europe & Africa","Switzerland"
"55",55,"Allianz",7702,15,"Financial Services","Europe & Africa","Germany"
"56",56,"Nissan",7623,23,"Automotive","Asia Pacific","Japan"
"57",57,"Thomson Reuters",7472,-8,"Media","The Americas","Canada"
"58",58,"Cartier",7449,8,"Luxury","Europe & Africa","France"
"59",59,"adidas",7378,-2,"Sporting Goods","Europe & Africa","Germany"
"60",60,"Porsche",7171,11,"Automotive","Europe & Africa","Germany"
"61",61,"Caterpillar",6812,-4,"Diversified","The Americas","United States"
"62",62,"Xerox",6641,-2,"Business Services","The Americas","United States"
"63",63,"Morgan Stanley",6334,11,"Financial Services","The Americas","United States"
"64",64,"Panasonic",6303,8,"Electronics","Asia Pacific","Japan"
"65",65,"Shell",6288,14,"Energy","Europe & Africa","Netherlands"
"66",66,"3M",6177,14,"Diversified","The Americas","United States"
"67",67,"Discovery",6143,7,"Media","The Americas","United States"
"68",68,"KFC",6059,-2,"Restaurants","The Americas","United States"
"69",69,"Visa",5998,10,"Financial Services","The Americas","United States"
"70",70,"Prada",5977,7,"Luxury","Europe & Africa","Italy"
"71",71,"Tiffany & Co.",5936,9,"Luxury","The Americas","United States"
"72",72,"Sprite",5646,-3,"Beverages","The Americas","United States"
"73",73,"Burberry",5594,8,"Luxury","Europe & Africa","United Kingdom"
"74",74,"Kia",5396,15,"Automotive","Asia Pacific","South Korea"
"75",75,"Santander",5382,16,"Financial Services","Europe & Africa","Spain"
"76",76,"Starbucks",5382,22,"Restaurants","The Americas","United States"
"77",77,"Adobe",5333,9,"Technology","The Americas","United States"
"78",78,"Johnson & Johnson",5194,9,"FMCG","The Americas","United States"
"79",79,"John Deere",5124,5,"Diversified","The Americas","United States"
"80",80,"MTV",5102,2,"Media","The Americas","United States"
"81",81,"DHL",5084,0,"Logistics","The Americas","United States"
"82",82,"Chevrolet",5036,10,"Automotive","The Americas","United States"
"83",83,"Ralph Lauren",4979,9,"Apparel","The Americas","United States"
"84",84,"Duracell",4935,6,"FMCG","The Americas","United States"
"85",85,"Jack Daniel's",4884,5,"Alcohol","The Americas","United States"
"86",86,"Johnnie Walker",4842,2,"Alcohol","Europe & Africa","United Kingdom"
"87",87,"Harley-Davidson",4772,13,"Automotive","The Americas","United States"
"88",88,"Mastercard",4758,13,"Financial Services","The Americas","United States"
"89",89,"Kleenex",4643,5,"FMCG","The Americas","United States"
"90",90,"Smirnoff",4609,8,"Alcohol","Europe & Africa","United Kingdom"
"91",91,"Land Rover",4473,0,"Automotive","Europe & Africa","United Kingdom"
"92",92,"FedEx",4414,0,"Logistics","The Americas","United States"
"93",93,"Corona",4387,3,"Alcohol","The Americas","Mexico"
"94",94,"Huawei",4313,0,"Technology","Asia Pacific","China"
"95",95,"Heineken",4221,-3,"Alcohol","Europe & Africa","Netherlands"
"96",96,"Pizza Hut",4196,-2,"Restaurants","The Americas","United States"
"97",97,"Hugo Boss",4143,0,"Apparel","Europe & Africa","Germany"
"98",98,"Nokia",4138,-44,"Technology","Europe & Africa","Finland"
"99",99,"Gap",4122,5,"Apparel","The Americas","United States"
"100",100,"Nintendo",4103,-33,"Electronics","Asia Pacific","Japan"
