"","Ranking_2006","Brand","BrandValue_2006","PercentChangeinBV_2006","Sector","Region","Country"
"84",84,"Duracell",3576,-3,"FMCG","The Americas","United States"
"85",85,"ING",3474,9,"Financial Services","Europe & Africa","Netherlands"
"86",86,"Cartier",3360,10,"Luxury","Europe & Africa","France"
"87",87,"Moët & Chandon",3257,9,"Alcohol","Europe & Africa","France"
"88",88,"Johnson & Johnson",3193,5,"FMCG","The Americas","United States"
"89",89,"Shell",3173,4,"Energy","Europe & Africa","Netherlands"
"90",90,"Nissan",3108,-3,"Automotive","Asia Pacific","Japan"
"91",91,"Starbucks",3099,20,"Restaurants","The Americas","United States"
"92",92,"Lexus",3070,0,"Automotive","Asia Pacific","Japan"
"93",93,"Smirnoff",3032,-2,"Alcohol","Europe & Africa","United Kingdom"
"94",94,"LG",3010,14,"Electronics","Asia Pacific","South Korea"
"95",95,"Bulgari",2875,6,"Luxury","Europe & Africa","Italy"
"96",96,"Prada",2874,4,"Luxury","Europe & Africa","Italy"
"97",97,"Armani",2783,4,"Luxury","Europe & Africa","Italy"
"98",98,"Burberry",2783,0,"Luxury","Europe & Africa","United Kingdom"
"99",99,"Nivea",2692,4,"FMCG","Europe & Africa","Germany"
"100",100,"Levi's",2689,1,"Apparel","The Americas","United States"
