"","Ranking_2012","Brand","BrandValue_2012","PercentChangeinBV_2012","Sector","Region","Country"
"48",48,"Goldman Sachs",7599,-16,"Financial Services","The Americas","United States"
"49",49,"Dell",7591,-9,"Technology","The Americas","United States"
"50",50,"Citi",7570,-12,"Financial Services","The Americas","United States"
"51",51,"Siemens",7534,-5,"Diversified","Europe & Africa","Germany"
"52",52,"Danone",7498,8,"FMCG","Europe & Africa","France"
"53",53,"Hyundai",7473,24,"Automotive","Asia Pacific","South Korea"
"54",54,"Morgan Stanley",7218,9,"Financial Services","The Americas","United States"
"55",55,"Audi",7196,17,"Automotive","Europe & Africa","Germany"
"56",56,"Nintendo",7082,-8,"Electronics","Asia Pacific","Japan"
"57",57,"Nestlé",6916,5,"FMCG","Europe & Africa","Switzerland"
"58",58,"AXA",6748,1,"Financial Services","Europe & Africa","France"
"59",59,"Xerox",6714,5,"Business Services","The Americas","United States"
"60",60,"adidas",6699,9,"Sporting Goods","Europe & Africa","Germany"
"61",61,"Caterpillar",6306,13,"Diversified","The Americas","United States"
"62",62,"Allianz",6184,16,"Financial Services","Europe & Africa","Germany"
"63",63,"Hermès",6182,15,"Luxury","Europe & Africa","France"
"64",64,"KFC",5994,2,"Restaurants","The Americas","United States"
"65",65,"Panasonic",5765,14,"Electronics","Asia Pacific","Japan"
"66",66,"Sprite",5709,2,"Beverages","The Americas","United States"
"67",67,"MTV",5648,-12,"Media","The Americas","United States"
"68",68,"Cartier",5495,15,"Luxury","Europe & Africa","France"
"69",69,"Facebook",5421,0,"Technology","The Americas","United States"
"70",70,"Tiffany & Co.",5159,15,"Luxury","The Americas","United States"
"71",71,"Avon",5151,-4,"FMCG","The Americas","United States"
"72",72,"Porsche",5149,12,"Automotive","Europe & Africa","Germany"
"73",73,"Nissan",4969,30,"Automotive","Asia Pacific","Japan"
"74",74,"Visa",4944,10,"Financial Services","The Americas","United States"
"75",75,"Shell",4788,7,"Energy","Europe & Africa","Netherlands"
"76",76,"Santander",4771,-6,"Financial Services","Europe & Africa","Spain"
"77",77,"3M",4656,18,"Diversified","The Americas","United States"
"78",78,"Adobe",4557,9,"Technology","The Americas","United States"
"79",79,"Johnson & Johnson",4378,8,"FMCG","The Americas","United States"
"80",80,"Kleenex",4360,-7,"FMCG","The Americas","United States"
"81",81,"Jack Daniel's",4352,1,"Alcohol","The Americas","United States"
"82",82,"Burberry",4342,16,"Luxury","Europe & Africa","United Kingdom"
"83",83,"Johnnie Walker",4301,12,"Alcohol","Europe & Africa","United Kingdom"
"84",84,"Prada",4271,0,"Luxury","Europe & Africa","Italy"
"85",85,"John Deere",4221,16,"Diversified","The Americas","United States"
"86",86,"Pizza Hut",4193,2,"Restaurants","The Americas","United States"
"87",87,"Kia",4089,0,"Automotive","Asia Pacific","South Korea"
"88",88,"Starbucks",4062,11,"Restaurants","The Americas","United States"
"89",89,"Corona",4061,3,"Alcohol","The Americas","Mexico"
"90",90,"Smirnoff",4050,5,"Alcohol","Europe & Africa","United Kingdom"
"91",91,"Ralph Lauren",4038,0,"Apparel","The Americas","United States"
"92",92,"Heineken",3939,3,"Alcohol","Europe & Africa","Netherlands"
"93",93,"BlackBerry",3922,-39,"Electronics","The Americas","Canada"
"94",94,"Mastercard",3896,0,"Financial Services","The Americas","United States"
"95",95,"Credit Suisse",3866,-5,"Financial Services","Europe & Africa","Switzerland"
"96",96,"Harley-Davidson",3857,10,"Automotive","The Americas","United States"
"97",97,"Yahoo!",3851,-13,"Media","The Americas","United States"
"98",98,"Moët & Chandon",3824,-13,"Alcohol","Europe & Africa","France"
"99",99,"Ferrari",3770,5,"Automotive","Europe & Africa","Italy"
"100",100,"Gap",3731,-8,"Apparel","The Americas","United States"
